Year,Term,Course,
2021,fall,ECE241,
2021,fall,ECE250,
2021,fall,ECE255,
2021,fall,ECE260,
2021,fall,ECE335,
2021,fall,ECE350,
2021,fall,ECE355,
2021,fall,ECE356,
2021,fall,ECE360,
2021,fall,ECE365,
2021,fall,ECE370,
2021,fall,ECE380,
2021,fall,ECE399,
2021,fall,ECE403,
2021,fall,ECE463,
2021,fall,ECE503,
2021,fall,ECE514,
2021,fall,ECE515,
2021,fall,ECE592A,
2021,fall,SENG265,
2021,fall,SENG310,
2022,spring,CSC105,
2022,spring,CSC106,
2022,spring,CSC110,
2022,spring,CSC111,
2022,spring,CSC115,
2022,spring,CSC130,
2022,spring,CSC225,
2022,spring,CSC226,
2022,spring,CSC230,
2022,spring,CSC305,
2022,spring,CSC320,
2022,spring,CSC330,
2022,spring,CSC349A,
2022,spring,CSC360,
2022,spring,CSC361,
2022,spring,CSC370,
2022,spring,CSC421,
2022,spring,CSC423,
2022,spring,CSC460,
2022,spring,CSC466,
2022,spring,CSC475,
2022,spring,CSC502,
2022,spring,CSC503,
2022,spring,CSC523,
2022,spring,CSC560,
2022,spring,CSC575,
2022,spring,CSC579,
2022,spring,CSC595,
2022,spring,CSC597,
2022,spring,CSC598,
2022,spring,CSC599,
2022,spring,CSC693,
2022,spring,CSC699,
2022,spring,ECE300,
2022,spring,ECE310,
2022,spring,ECE320,
2022,spring,ECE330,
2022,spring,ECE340,
2022,spring,ECE360,
2022,spring,ECE402,
2022,spring,ECE405,
2022,spring,ECE420,
2022,spring,ECE426,
2022,spring,ECE427,
2022,spring,ECE434,
2022,spring,ECE453,
2022,spring,ECE455,
2022,spring,ECE458,
2022,spring,ECE459,
2022,spring,ECE460,
2022,spring,ECE471,
2022,spring,ECE482,
2022,spring,ECE485,
2022,spring,ECE488,
2022,spring,ECE511,
2022,spring,ECE522,
2022,spring,ECE526,
2022,spring,ECE527,
2022,spring,ECE534,
2022,spring,ECE535,
2022,spring,ECE536,
2022,spring,ECE545,
2022,spring,ECE567,
2022,spring,ECE573,
2022,spring,ECE574,
2022,spring,ECE591,
2022,spring,ECE592A,
2022,spring,SENG265,
2022,spring,SENG275,
2022,spring,SENG321,
2022,spring,SENG371,
2022,spring,SENG401,
2022,spring,SENG460,
2022,spring,SENG468,
2022,spring,SENG474,
2022,summer,CSC110,
2022,summer,CSC115,
2022,summer,CSC130,
2022,summer,CSC225,
2022,summer,CSC226,
2022,summer,CSC230,
2022,summer,CSC320,
2022,summer,CSC360,
2022,summer,CSC370,
2022,summer,CSC445,
2022,summer,CSC503,
2022,summer,CSC545,
2022,summer,CSC597,
2022,summer,CSC598,
2022,summer,CSC599,
2022,summer,CSC693,
2022,summer,CSC699,
2022,summer,ECE216,
2022,summer,ECE220,
2022,summer,ECE242,
2022,summer,ECE250,
2022,summer,ECE260,
2022,summer,ECE299,
2022,summer,ECE310,
2022,summer,ECE403,
2022,summer,ECE410,
2022,summer,ECE441,
2022,summer,ECE450,
2022,summer,ECE456,
2022,summer,ECE470,
2022,summer,ECE481,
2022,summer,ECE499,
2022,summer,ECE509,
2022,summer,ECE512,
2022,summer,ECE537,
2022,summer,ECE543,
2022,summer,ECE570,
2022,summer,ECE572,
2022,summer,ECE592B,
2022,summer,ECE597,
2022,summer,ECE598,
2022,summer,ECE599,
2022,summer,ECE609,
2022,summer,ECE693,
2022,summer,ECE699,
2022,summer,SENG265,
2022,summer,SENG275,
2022,summer,SENG310,
2022,summer,SENG426,
2022,summer,SENG440,
2022,summer,SENG474,
2022,summer,SENG475,
2022,summer,SENG499,
