CourseOffering,Predicted,term,year,Course,Actual,Error,AbsError,AbsPercentError
ECE2552021-3,83.97,3,2021,ECE255,16,67.97,67.97,4.248125
ECE2552021-2,83.94,2,2021,ECE255,107,-23.060000000000002,23.060000000000002,0.21551401869158882
